"ICD.Chapter";"State";"Year";"Deaths";"Population";"Crude.Rate"
"Congenital malformations, deformations and chromosomal abnormalities";"Delaware";2007;18;871749;21
"Congenital malformations, deformations and chromosomal abnormalities";"Delaware";2008;25;883874;28
"Congenital malformations, deformations and chromosomal abnormalities";"Delaware";2009;22;891730;25
"Congenital malformations, deformations and chromosomal abnormalities";"Delaware";2010;31;897934;35
"Congenital malformations, deformations and chromosomal abnormalities";"Delaware";2011;28;907135;31
"Congenital malformations, deformations and chromosomal abnormalities";"Delaware";2012;26;917092;28
"Congenital malformations, deformations and chromosomal abnormalities";"Delaware";2013;27;925749;29
"Congenital malformations, deformations and chromosomal abnormalities";"Delaware";2014;21;935614;22
"Congenital malformations, deformations and chromosomal abnormalities";"Delaware";2015;27;945934;29
"Congenital malformations, deformations and chromosomal abnormalities";"District of Columbia";1999;21;570213;37
"Congenital malformations, deformations and chromosomal abnormalities";"District of Columbia";2000;29;572059;51
"Congenital malformations, deformations and chromosomal abnormalities";"District of Columbia";2001;29;574504;50
"Congenital malformations, deformations and chromosomal abnormalities";"District of Columbia";2002;20;573158;35
"Congenital malformations, deformations and chromosomal abnormalities";"District of Columbia";2003;21;568502;37
"Congenital malformations, deformations and chromosomal abnormalities";"District of Columbia";2004;21;567754;37
"Congenital malformations, deformations and chromosomal abnormalities";"District of Columbia";2005;22;567136;39
"Congenital malformations, deformations and chromosomal abnormalities";"District of Columbia";2006;33;570681;58
"Congenital malformations, deformations and chromosomal abnormalities";"District of Columbia";2007;33;574404;57
"Congenital malformations, deformations and chromosomal abnormalities";"District of Columbia";2008;21;580236;36
"Congenital malformations, deformations and chromosomal abnormalities";"District of Columbia";2009;23;592228;39
"Congenital malformations, deformations and chromosomal abnormalities";"District of Columbia";2010;22;601723;37
"Congenital malformations, deformations and chromosomal abnormalities";"District of Columbia";2011;19;617996;31
"Congenital malformations, deformations and chromosomal abnormalities";"District of Columbia";2012;22;632323;35
"Congenital malformations, deformations and chromosomal abnormalities";"District of Columbia";2013;13;646449;20
"Congenital malformations, deformations and chromosomal abnormalities";"District of Columbia";2014;27;658893;41
"Congenital malformations, deformations and chromosomal abnormalities";"District of Columbia";2015;20;672228;30
"Congenital malformations, deformations and chromosomal abnormalities";"Florida";1999;558;15759421;35
"Congenital malformations, deformations and chromosomal abnormalities";"Florida";2000;562;15982378;35
"Congenital malformations, deformations and chromosomal abnormalities";"Florida";2001;562;16356966;34
"Congenital malformations, deformations and chromosomal abnormalities";"Florida";2002;571;16689370;34
"Congenital malformations, deformations and chromosomal abnormalities";"Florida";2003;572;17004085;34
"Congenital malformations, deformations and chromosomal abnormalities";"Florida";2004;544;17415318;31
"Congenital malformations, deformations and chromosomal abnormalities";"Florida";2005;592;17842038;33
"Congenital malformations, deformations and chromosomal abnormalities";"Florida";2006;633;18166990;35
"Congenital malformations, deformations and chromosomal abnormalities";"Florida";2007;624;18367842;34
"Congenital malformations, deformations and chromosomal abnormalities";"Florida";2008;588;18527305;32
"Congenital malformations, deformations and chromosomal abnormalities";"Florida";2009;619;18652644;33
"Congenital malformations, deformations and chromosomal abnormalities";"Florida";2010;524;18801310;28
"Congenital malformations, deformations and chromosomal abnormalities";"Florida";2011;507;19057542;27
"Congenital malformations, deformations and chromosomal abnormalities";"Florida";2012;517;19317568;27
"Congenital malformations, deformations and chromosomal abnormalities";"Florida";2013;508;19552860;26
"Congenital malformations, deformations and chromosomal abnormalities";"Florida";2014;536;19893297;27
"Congenital malformations, deformations and chromosomal abnormalities";"Florida";2015;535;20271272;26
"Congenital malformations, deformations and chromosomal abnormalities";"Georgia";1999;305;8045965;38
"Congenital malformations, deformations and chromosomal abnormalities";"Georgia";2000;324;8186453;40
"Congenital malformations, deformations and chromosomal abnormalities";"Georgia";2001;357;8377038;43
"Congenital malformations, deformations and chromosomal abnormalities";"Georgia";2002;330;8508256;39
"Congenital malformations, deformations and chromosomal abnormalities";"Georgia";2003;288;8622793;33
"Congenital malformations, deformations and chromosomal abnormalities";"Georgia";2004;325;8769252;37
"Congenital malformations, deformations and chromosomal abnormalities";"Georgia";2005;318;8925922;36
"Congenital malformations, deformations and chromosomal abnormalities";"Georgia";2006;327;9155813;36
"Congenital malformations, deformations and chromosomal abnormalities";"Georgia";2007;317;9349988;34
"Congenital malformations, deformations and chromosomal abnormalities";"Georgia";2008;295;9504843;31
"Congenital malformations, deformations and chromosomal abnormalities";"Georgia";2009;316;9620846;33
"Congenital malformations, deformations and chromosomal abnormalities";"Georgia";2010;289;9687653;30
"Congenital malformations, deformations and chromosomal abnormalities";"Georgia";2011;301;9815210;31
"Congenital malformations, deformations and chromosomal abnormalities";"Georgia";2012;258;9919945;26
"Congenital malformations, deformations and chromosomal abnormalities";"Georgia";2013;284;9992167;28
"Congenital malformations, deformations and chromosomal abnormalities";"Georgia";2014;318;10097343;31
"Congenital malformations, deformations and chromosomal abnormalities";"Georgia";2015;332;10214860;33
"Congenital malformations, deformations and chromosomal abnormalities";"Hawaii";1999;40;1210300;33
"Congenital malformations, deformations and chromosomal abnormalities";"Hawaii";2000;40;1211537;33
"Congenital malformations, deformations and chromosomal abnormalities";"Hawaii";2001;34;1225948;28
"Congenital malformations, deformations and chromosomal abnormalities";"Hawaii";2002;32;1239613;26
"Congenital malformations, deformations and chromosomal abnormalities";"Hawaii";2003;37;1251154;30
"Congenital malformations, deformations and chromosomal abnormalities";"Hawaii";2004;43;1273569;34
"Congenital malformations, deformations and chromosomal abnormalities";"Hawaii";2005;31;1292729;24
"Congenital malformations, deformations and chromosomal abnormalities";"Hawaii";2006;39;1309731;30
"Congenital malformations, deformations and chromosomal abnormalities";"Hawaii";2007;31;1315675;24
"Congenital malformations, deformations and chromosomal abnormalities";"Hawaii";2008;39;1332213;29
"Congenital malformations, deformations and chromosomal abnormalities";"Hawaii";2009;40;1346717;30
"Congenital malformations, deformations and chromosomal abnormalities";"Hawaii";2010;39;1360301;29
"Congenital malformations, deformations and chromosomal abnormalities";"Hawaii";2011;34;1374810;25
"Congenital malformations, deformations and chromosomal abnormalities";"Hawaii";2012;35;1392313;25
"Congenital malformations, deformations and chromosomal abnormalities";"Hawaii";2013;37;1404054;26
"Congenital malformations, deformations and chromosomal abnormalities";"Hawaii";2014;21;1419561;15
"Congenital malformations, deformations and chromosomal abnormalities";"Hawaii";2015;39;1431603;27
"Congenital malformations, deformations and chromosomal abnormalities";"Idaho";1999;55;1275674;43
"Congenital malformations, deformations and chromosomal abnormalities";"Idaho";2000;70;1293953;54
"Congenital malformations, deformations and chromosomal abnormalities";"Idaho";2001;64;1319962;48
"Congenital malformations, deformations and chromosomal abnormalities";"Idaho";2002;64;1340372;48
"Congenital malformations, deformations and chromosomal abnormalities";"Idaho";2003;62;1363380;45
"Congenital malformations, deformations and chromosomal abnormalities";"Idaho";2004;55;1391802;40
"Congenital malformations, deformations and chromosomal abnormalities";"Idaho";2005;66;1428241;46
"Congenital malformations, deformations and chromosomal abnormalities";"Idaho";2006;67;1468669;46
"Congenital malformations, deformations and chromosomal abnormalities";"Idaho";2007;74;1505105;49
"Congenital malformations, deformations and chromosomal abnormalities";"Idaho";2008;58;1534320;38
"Congenital malformations, deformations and chromosomal abnormalities";"Idaho";2009;58;1554439;37
"Congenital malformations, deformations and chromosomal abnormalities";"Idaho";2010;65;1567582;41
"Congenital malformations, deformations and chromosomal abnormalities";"Idaho";2011;49;1584985;31
